name,i,the,you,to,and,a,me,it,not,in,my,is,of,your,that,do,on,are,we,am,will,all,for,no,be,have,love,so,know,this,but,with,what,just,when,like,now,que,time,can,come,de,there,go,up,oh,la,one,they
Takana Zion,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Alberto Fortis,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Mutabor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Les Wriggles,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0
Josh Turner,0.0,14.0,0.0,11.0,4.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,4.0
Crash Parallel,23.0,5.0,11.0,2.0,6.0,5.0,1.0,2.0,3.0,5.0,1.0,2.0,8.0,0.0,0.0,3.0,1.0,2.0,0.0,9.0,1.0,5.0,2.0,0.0,5.0,2.0,0.0,11.0,0.0,0.0,6.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madredeus,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boyd Tinsley,17.0,5.0,2.0,11.0,1.0,12.0,9.0,18.0,21.0,3.0,0.0,7.0,1.0,0.0,4.0,9.0,0.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0
Billy J. Kramer,13.0,3.0,7.0,3.0,5.0,6.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
Union 13,6.0,8.0,10.0,7.0,1.0,3.0,0.0,0.0,1.0,5.0,0.0,2.0,1.0,1.0,4.0,1.0,0.0,4.0,5.0,1.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
Helix,1.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,11.0,0.0,3.0,0.0,2.0,0.0,11.0,2.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nação Zumbi,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
End of Fashion,11.0,3.0,6.0,4.0,6.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Dashboard Confessional,0.0,15.0,12.0,8.0,6.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,4.0,7.0,7.0,0.0,3.0,0.0,0.0,3.0,3.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0
Roger Creager,3.0,5.0,8.0,4.0,1.0,4.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
Bodies of Water,5.0,13.0,8.0,5.0,7.0,0.0,1.0,6.0,1.0,0.0,2.0,2.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Dino Merlin,1.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entombed,0.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Roger Daltrey,9.0,4.0,13.0,6.0,2.0,13.0,6.0,5.0,5.0,0.0,0.0,2.0,3.0,1.0,0.0,14.0,1.0,2.0,4.0,0.0,0.0,0.0,8.0,0.0,2.0,6.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Operation Ivy,18.0,4.0,6.0,3.0,4.0,3.0,0.0,7.0,2.0,1.0,1.0,12.0,2.0,1.0,15.0,2.0,2.0,5.0,7.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0
Erasure,32.0,1.0,12.0,0.0,3.0,6.0,0.0,5.0,19.0,0.0,8.0,4.0,13.0,4.0,2.0,12.0,1.0,0.0,0.0,9.0,0.0,3.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
FFH,6.0,5.0,24.0,7.0,1.0,1.0,4.0,1.0,1.0,0.0,5.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Good Riddance,2.0,9.0,0.0,1.0,8.0,2.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,11.0,1.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
The Last Dance,0.0,8.0,14.0,9.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Nerina Pallot,14.0,4.0,12.0,0.0,5.0,4.0,7.0,0.0,8.0,2.0,6.0,2.0,3.0,0.0,1.0,5.0,1.0,2.0,2.0,3.0,6.0,1.0,4.0,0.0,2.0,1.0,2.0,2.0,4.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0
Jenniffer Kae,9.0,3.0,6.0,3.0,6.0,13.0,16.0,23.0,2.0,0.0,4.0,13.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Liam Lynch,21.0,2.0,4.0,2.0,6.0,2.0,8.0,1.0,3.0,0.0,6.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,17.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,0.0
Bob Marley & The Wailers,16.0,1.0,0.0,4.0,5.0,0.0,7.0,1.0,3.0,1.0,8.0,1.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,1.0,5.0,11.0,1.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Arnaldo Antunes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ambrosia,16.0,0.0,5.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,7.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
I Walk the Line,18.0,13.0,0.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,7.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
"Crosby, Stills & Nash",1.0,9.0,0.0,4.0,5.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,5.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cobra Starship,26.0,14.0,33.0,8.0,2.0,1.0,2.0,10.0,11.0,0.0,2.0,5.0,8.0,1.0,8.0,1.0,0.0,14.0,0.0,12.0,0.0,3.0,8.0,3.0,1.0,1.0,0.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Cabballero,0.0,3.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
System of a Down,7.0,9.0,10.0,0.0,2.0,0.0,12.0,0.0,6.0,1.0,0.0,0.0,7.0,6.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Pyke,27.0,3.0,30.0,2.0,13.0,2.0,10.0,3.0,3.0,0.0,5.0,0.0,4.0,5.0,5.0,0.0,1.0,2.0,2.0,13.0,4.0,3.0,1.0,0.0,0.0,5.0,1.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,3.0,0.0,6.0,0.0,2.0,0.0
Daniel Balavoine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Planlos,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DREAMS COME TRUE,2.0,8.0,8.0,10.0,1.0,1.0,4.0,4.0,7.0,6.0,2.0,2.0,0.0,1.0,3.0,6.0,4.0,13.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,4.0,0.0,0.0,7.0,4.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
The Rutles,0.0,0.0,2.0,1.0,5.0,7.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0
WHY?,15.0,21.0,17.0,12.0,15.0,10.0,4.0,4.0,6.0,12.0,11.0,2.0,5.0,8.0,2.0,5.0,3.0,3.0,5.0,0.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,1.0
Agathodaimon,3.0,11.0,0.0,2.0,1.0,3.0,0.0,9.0,6.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Chiasm,20.0,19.0,0.0,9.0,11.0,1.0,5.0,5.0,4.0,3.0,6.0,5.0,5.0,0.0,12.0,0.0,1.0,2.0,0.0,3.0,2.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DeVotchKa,2.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Aim,23.0,18.0,21.0,14.0,9.0,5.0,1.0,17.0,7.0,4.0,9.0,6.0,2.0,3.0,5.0,5.0,7.0,1.0,7.0,5.0,1.0,0.0,4.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,3.0,4.0,8.0,0.0,10.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,5.0
Rick Astley,5.0,2.0,3.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Bobbie Gentry,17.0,12.0,0.0,2.0,1.0,7.0,2.0,1.0,2.0,9.0,1.0,2.0,4.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Týr,2.0,12.0,5.0,0.0,10.0,1.0,5.0,2.0,0.0,6.0,3.0,1.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Impact,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Gloria Lasso,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Robert Plant,29.0,7.0,32.0,3.0,2.0,0.0,4.0,4.0,7.0,6.0,10.0,1.0,0.0,8.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Mando Diao,0.0,8.0,0.0,2.0,18.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,21.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0
One Way System,0.0,4.0,0.0,10.0,4.0,6.0,3.0,0.0,10.0,2.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0
Andrés Calamaro,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Los Amantes de Lola,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Incantation,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Continental Drifters,6.0,1.0,0.0,4.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
Enchant,12.0,9.0,11.0,8.0,12.0,5.0,7.0,3.0,10.0,3.0,0.0,3.0,2.0,2.0,5.0,0.0,1.0,5.0,0.0,1.0,2.0,2.0,3.0,1.0,5.0,0.0,1.0,4.0,0.0,5.0,4.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0
The Dickies,12.0,7.0,18.0,6.0,7.0,3.0,5.0,5.0,5.0,2.0,6.0,0.0,2.0,5.0,5.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,3.0,4.0,0.0,3.0,4.0,3.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
O Rappa,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nessbeal,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
No Innocent Victim,6.0,11.0,6.0,3.0,4.0,1.0,0.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Verdena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
The Bluetones,6.0,20.0,6.0,5.0,9.0,15.0,0.0,8.0,0.0,2.0,5.0,2.0,2.0,8.0,2.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,2.0,0.0
The Durutti Column,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platero y tú,0.0,0.0,0.0,0.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
Life of Agony,12.0,3.0,31.0,3.0,3.0,0.0,17.0,3.0,34.0,2.0,11.0,1.0,1.0,4.0,1.0,31.0,4.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Adema,21.0,7.0,6.0,7.0,6.0,2.0,1.0,4.0,8.0,2.0,4.0,7.0,1.0,1.0,0.0,4.0,4.0,1.0,5.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,9.0,1.0,0.0,4.0,4.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0
